cod_obj,cod_prov,nomb_prov,cod_dist,nomb_dist,cod_corr,nomb_corr,ley,ley_modi,gace,gace_modi,uso,Shape_Length,Shape_Area
,09,Veraguas,0911,Soná,091103,Calidonia,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,74389.644110417240881,158554015.878100782632828
,09,Veraguas,0911,Soná,091104,Cativé,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,75618.379151946108323,135977541.240278691053391
,09,Veraguas,0911,Soná,091105,El Marañón,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,70766.613050721338368,114224564.331803008913994
,09,Veraguas,0911,Soná,091106,Guarumal,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,107844.991526662110118,130866892.076812490820885
,09,Veraguas,0911,Soná,091107,La Soledad,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,67058.197550628843601,119314198.085102349519730
,09,Veraguas,0911,Soná,091108,Quebrada de Oro,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,49829.796876599968527,61228167.673988893628120
",09,Veraguas,0911,Soná,091109,Río Grande,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 34 del 10 de Mayo de 2012"",GA 22526,""GA 23602, GA 27032-B"",Tierra,87241.483779641101137,152443873.977624624967575"
,09,Veraguas,0911,Soná,091110,Rodeo Viejo,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,61111.103580423128733,122492711.171368345618248
,09,Veraguas,0911,Soná,091111,Hicaco,LEY Nº 34 del 10 de mayo de 2012,N/A,GA 27032-B,N/A,Tierra,57666.695759535170509,94493127.184164732694626
,09,Veraguas,0911,Soná,091112,La Trinchera,LEY N° 3 del 6 de febrero de 2018,N/A,GA 28462-B,N/A,Tierra,101984.347305182163836,189473605.626526385545731
,09,Veraguas,0912,Mariato,091201,Llano de Catival o Mariato ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY Nº 27 del 25 de Junio de 2001,GA 22526,GA 24333,Tierra,102106.056260249664774,314378437.875495910644531
,09,Veraguas,0912,Mariato,091202,Arenas,LEY Nº 27 de 25 de Junio de 2001,N/A,GA 24333,N/A,Tierra,92181.735781041614246,231411043.210396677255630
,09,Veraguas,0912,Mariato,091203,El Cacao,LEY N° 27 del 25 de Junio de 2001,N/A,GA 24333,N/A,Tierra,153593.568096661969321,414008852.944743573665619
,09,Veraguas,0912,Mariato,091204,Quebro,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,N/A,GA 22526,N/A,Tierra,127491.001771210183506,350295116.688450396060944
,10,Comarca Kuna Yala,1001,Comarca Kuna Yala,100102,Ailigandí,LEY N° 1 del 27 de octubre de 1982,N/A,GA 19960,N/A,Tierra,284357.195448965532705,576637163.575767278671265
,10,Comarca Kuna Yala,1001,Comarca Kuna Yala,100103,Puerto Obaldía,LEY N° 1 del 27 de octubre de 1982,N/A,GA 19960,N/A,Tierra,78686.428933933901135,97864990.787560656666756
,10,Comarca Kuna Yala,1001,Comarca Kuna Yala,100104,Tubualá,LEY N° 1 del 27 de octubre de 1982,N/A,GA 19960,N/A,Tierra,381736.653357346891426,670328323.267711639404297
,11,Comarca Emberá-Wounaán,1101,Cémaco,110101,Cirilo Guaynora ,LEY N° 22 del 8 de noviembre de 1983,N/A,GA 19976,N/A,Tierra,155065.677239293145249,431598536.189735114574432
,11,Comarca Emberá-Wounaán,1101,Cémaco,110102,Lajas Blancas,LEY N° 22 del 8 de noviembre de 1983,N/A,GA 19976,N/A,Tierra,279444.800381644628942,1651090499.005229234695435
,11,Comarca Emberá-Wounaán,1101,Cémaco,110103,Manuel Ortega,LEY N° 22 del 8 de noviembre de 1983,N/A,GA 19976,N/A,Tierra,178412.161397763295099,975831546.489883422851562
,11,Comarca Emberá-Wounaán,1102,Sambú,110201,Río Sábalo ,LEY N° 22 del 8 de noviembre de 1983,N/A,GA 19976,N/A,Tierra,178024.407715933280997,551810406.580183744430542
,11,Comarca Emberá-Wounaán,1102,Sambú,110202,Jingurudó,LEY N° 22 del 8 de noviembre de 1983,N/A,GA 19976,N/A,Tierra,165692.969202307838714,762052246.016184091567993
,12,Comarca Ngäbe-Buglé,1201,Besiko,120101,Soloy ,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,70695.458064050835674,113528373.253573089838028
",12,Comarca Ngäbe-Buglé,1201,Besiko,120102,Boca de Balsa,LEY N° 10 del 7 de marzo de 1997,""LEY N° 69 del 28 de octubre de 1998, LEY N° 33 del 10 de mayo de 2012"",GA 23242,""GA 23664, GA 27032-B"",Tierra,67442.939953355773469,119242547.367552816867828"
,12,Comarca Ngäbe-Buglé,1201,Besiko,120103,Camarón Arriba,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,48680.673299318361387,50516953.533079966902733
,12,Comarca Ngäbe-Buglé,1201,Besiko,120104,Cerro Banco,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,54324.681640385904757,109771502.344856664538383
,12,Comarca Ngäbe-Buglé,1201,Besiko,120105,Cerro de Patena,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,40002.013428344296699,51965693.597851172089577
",12,Comarca Ngäbe-Buglé,1201,Besiko,120106,Emplanada de Chorcha,LEY N° 10 del 7 de marzo de 1997,""LEY N° 69 del 28 de octubre de 1998, LEY N° 33 del 10 de mayo de 2012"",GA 23242,""GA 23664, GA 27032-B"",Tierra,121691.410308415739564,147619388.230920732021332"
,12,Comarca Ngäbe-Buglé,1201,Besiko,120107,Nämnoni,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,33285.972679633712687,28209073.450352571904659
",12,Comarca Ngäbe-Buglé,1201,Besiko,120108,Niba,LEY N° 10 del 7 de marzo de 1997,""LEY N° 69 del 28 de octubre de 1998, LEY N° 33 del 10 de mayo de 2012"",GA 23242,""GA 23664, GA 27032-B"",Tierra,61477.481087002852291,134751775.424666315317154"
,12,Comarca Ngäbe-Buglé,1202,Mironó,120201,Hato Pilón ,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,32848.996962229823112,45180932.094773873686790
,12,Comarca Ngäbe-Buglé,1202,Mironó,120202,Cascabel,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 31 de octubre de 1998,GA 23242,GA 23664,Tierra,62841.123014606986544,123417934.001053452491760
,12,Comarca Ngäbe-Buglé,1202,Mironó,120203,Hato Corotú,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,36625.552248888867325,21024173.174218673259020
,12,Comarca Ngäbe-Buglé,1202,Mironó,120204,Hato Culantro,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,40539.640078641001310,67750149.694218635559082
,12,Comarca Ngäbe-Buglé,1202,Mironó,120205,Hato Jobo,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,34797.852099422947504,30905875.135520327836275
,12,Comarca Ngäbe-Buglé,1202,Mironó,120206,Hato Julí,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,16014.185163969057612,9919547.876796199008822
,12,Comarca Ngäbe-Buglé,1202,Mironó,120207,Quebrada de Loro,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,27675.047765231385711,14529473.375390676781535
,12,Comarca Ngäbe-Buglé,1202,Mironó,120208,Salto Dupí,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,26186.337452573825431,27443661.309237737208605
",12,Comarca Ngäbe-Buglé,1203,Müna,120301,Chichica ,LEY N° 10 del 7 de marzo de 1997,""LEY N° 69 del 28 de octubre de 1998, LEY N° 31 del 10 de marzo de 2012"",GA 23242,""GA 23664, GA 27032-A"",Tierra,45863.851537878232193,50678424.178393259644508"
",12,Comarca Ngäbe-Buglé,1203,Müna,120302,Alto Caballero,LEY N° 10 del 7 de marzo de 1997,""LEY N° 69 del 28 de octubre de 1998, LEY N° 31 del 10 de marzo de 2012"",GA 23242,""GA 23664, GA 27032-A"",Tierra,44191.828310907912964,19385694.813265860080719"
,12,Comarca Ngäbe-Buglé,1203,Müna,120303,Bakama,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,53083.482326704230218,11709192.626576244831085
",12,Comarca Ngäbe-Buglé,1203,Müna,120304,Cerro Caña,LEY N° 10 del 7 de marzo de 1997,""LEY N° 69 del 28 de octubre de 1998, LEY N° 31 del 10 de marzo de 2012"",GA 23242,""GA 23664, GA 27032-A"",Tierra,41652.533885434451804,31232047.674441419541836"
,12,Comarca Ngäbe-Buglé,1203,Müna,120305,Cerro Puerco,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,36225.690395619232731,43340123.902748234570026
,12,Comarca Ngäbe-Buglé,1203,Müna,120306,Krüa,LEY N° 10 del 7 de marzo de 1997,N/A,GA 23242,N/A,Tierra,75669.739426509317127,168869122.503908932209015
,12,Comarca Ngäbe-Buglé,1203,Müna,120307,Maraca,LEY N° 10 del 7 de marzo de 1997,N/A,GA 23242,N/A,Tierra,27678.682983040063846,37013040.771021082997322
,12,Comarca Ngäbe-Buglé,1203,Müna,120308,Nibra,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,86038.032921882826486,35136613.072778493165970
,12,Comarca Ngäbe-Buglé,1203,Müna,120309,Peña Blanca,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,60456.195170732244151,103120791.050290048122406
,12,Comarca Ngäbe-Buglé,1203,Müna,120310,Rokari,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,51258.516828668070957,83347647.770550563931465
,12,Comarca Ngäbe-Buglé,1203,Müna,120311,Sitio Prado,LEY N° 10 del 7 de marzo de 1997,LEY N° 31 del 10 de mayo de 2012,GA 23242,GA 27032-A,Tierra,40960.676945607272501,52058290.498592399060726
,12,Comarca Ngäbe-Buglé,1203,Müna,120312,Ümani,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,31299.417292154623283,23807248.012658141553402
,12,Comarca Ngäbe-Buglé,1203,Müna,120313,Dikeri,LEY N° 31 del 10 de marzo de 2012,N/A,GA 27032-A,N/A,Tierra,34002.070938358105195,31248504.213548976927996
,12,Comarca Ngäbe-Buglé,1203,Müna,120314,Diko,LEY N° 31 del 10 de marzo de 2012,N/A,GA 27032-A,N/A,Tierra,36782.516234320748481,42028689.721095241606236
,12,Comarca Ngäbe-Buglé,1203,Müna,120315,Kikari,LEY N° 31 del 10 de marzo de 2012,N/A,GA 27032-A,N/A,Tierra,20890.512791245644621,13452285.951220391318202
,12,Comarca Ngäbe-Buglé,1203,Müna,120316,Mreeni,LEY N° 31 del 10 de marzo de 2012,N/A,GA 27032-A,N/A,Tierra,42436.992516968661221,53079252.203771553933620
,12,Comarca Ngäbe-Buglé,1204,Nole Duima,120401,Cerro Iglesias ,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,31510.989601228171523,34858759.818225778639317
,12,Comarca Ngäbe-Buglé,1204,Nole Duima,120402,Hato Chamí,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,34950.161036994890310,50113939.644515588879585
,12,Comarca Ngäbe-Buglé,1204,Nole Duima,120403,Jädeberi,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,48966.636011190428690,66514438.496788017451763
,12,Comarca Ngäbe-Buglé,1204,Nole Duima,120404,Lajero,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,30438.374201598970103,11675871.246163871139288
,12,Comarca Ngäbe-Buglé,1204,Nole Duima,120405,Susama,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,31567.821115776700026,21885265.837834723293781
",12,Comarca Ngäbe-Buglé,1205,Ñürüm,120501,Buenos Aires ,LEY N° 10 del 7 de marzo de 1997,""LEY N° 69 del 28 de octubre de 1998, LEY N° 31 del 10 de mayo de 2012"",GA 23242,""GA 23664, GA 27032-A"",Tierra,33292.983637341560097,26948079.244451381266117"
",12,Comarca Ngäbe-Buglé,1205,Ñürüm,120502,Agua de Salud,LEY N° 10 del 7 de marzo de 1997,""LEY N° 69 del 28 de octubre de 1998, LEY N° 31 del 10 de mayo de 2012"",GA 23242,""GA 23664, GA 27032-A"",Tierra,44162.816503823727544,69918776.242312088608742"
,12,Comarca Ngäbe-Buglé,1205,Ñürüm,120503,Alto de Jesús,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,51223.565206522485823,27463324.105469949543476
,12,Comarca Ngäbe-Buglé,1205,Ñürüm,120504,Cerro Pelado,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,61764.444576333233272,31119577.457937259227037
,12,Comarca Ngäbe-Buglé,1205,Ñürüm,120505,El Bale,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,91553.280430926723056,48065081.357279606163502
,12,Comarca Ngäbe-Buglé,1205,Ñürüm,120506,El Paredón,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,110909.935232984877075,117691727.786378785967827
,12,Comarca Ngäbe-Buglé,1205,Ñürüm,120507,El Piro,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,25601.245864312593767,4775609.080426136031747
,12,Comarca Ngäbe-Buglé,1205,Ñürüm,120508,Guayabito,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,45275.336468734349182,59337582.868578135967255
,12,Comarca Ngäbe-Buglé,1205,Ñürüm,120509,Güibale,LEY N° 10 del 7 de marzo de 1997,LEY N° 69 del 28 de octubre de 1998,GA 23242,GA 23664,Tierra,86194.810466993847513,98012382.553530931472778
,12,Comarca Ngäbe-Buglé,1205,Ñürüm,120510,El Peñón,LEY N° 31 del 10 de mayo de 2012,N/A,GA 27032-A,N/A,Tierra,68534.394990377608337,63198505.140615798532963
,12,Comarca Ngäbe-Buglé,1205,Ñürüm,120511,El Piro N°2 (Muakwata Kubu),LEY N° 31 del 10 de mayo de 2012,N/A,GA 27032-A,N/A,Tierra,33387.111840526842570,35328935.634294003248215
",12,Comarca Ngäbe-Buglé,1206,Kankintú,120601,Bisira ,LEY N° 10 del 7 de marzo de 1997,""LEY N° 69 del 31 de octubre de 1998, LEY N° 33 del 10 de mayo de 2012"",GA 19956 ,""GA 23242, GA 23664, GA 27032-B"",Tierra,108715.109728198658559,208631734.309125602245331"
",12,Comarca Ngäbe-Buglé,1206,Kankintú,120604,Gworoni,LEY N° 1 del 27 de octubre de 1982,""LEY N° 69 del 31 de octubre de 1998, LEY N° 33 del 10 de mayo de 2012"",GA 19956 ,""GA 23242, GA 23664, GA 27032-B"",Tierra,103002.925397289436660,391651528.246262311935425"
",12,Comarca Ngäbe-Buglé,1206,Kankintú,120605,Kankintú,LEY N° 1 del 27 de octubre de 1982,""LEY N° 69 del 28 de octubre de 1998, LEY N° 33 del 10 de mayo de 2012"",GA 19956 ,""GA 23242, GA 23664, GA 27032-B"",Tierra,63348.844351586216362,101974131.487985804677010"
",12,Comarca Ngäbe-Buglé,1206,Kankintú,120606,Mününi,LEY N° 1 del 27 de octubre de 1982,""LEY N° 69 del 28 de octubre de 1998, LEY N° 33 del 10 de mayo de 2012"",GA 19956 ,""GA 23242, GA 23664, GA 27032-B"",Tierra,50623.245741150014510,85774332.826320707798004"
",12,Comarca Ngäbe-Buglé,1206,Kankintú,120607,Piedra Roja,LEY N° 1 del 27 de octubre de 1982,""LEY N° 69 del 28 de octubre de 1998, LEY N° 33 del 10 de mayo de 2012"",GA 23242,""GA 23664, GA 27032-B"",Tierra,39974.594045660014672,71663168.748582273721695"
,12,Comarca Ngäbe-Buglé,1206,Kankintú,120610,Calante,LEY N° 33 del 10 de mayo de 2012,N/A,GA 27032-B,N/A,Tierra,61246.510325079732866,88552835.205110743641853
,12,Comarca Ngäbe-Buglé,1206,Kankintú,120611,Tolote,LEY N° 33 del 10 de mayo de 2012,N/A,GA 27032-B,N/A,Tierra,63770.873289719223976,96210262.434371083974838
",12,Comarca Ngäbe-Buglé,1207,Kusapín,120701,Kusapín ,LEY N° 1 del 27 de octubre de 1982,""LEY N° 10 del 7 de marzo de 1997, LEY N° 69 del 28 de octubre de 1998, LEY N° 33 del 10 de mayo de 2012"",GA 20047,""GA 23242, GA 23664, GA 27032-B"",Tierra,51774.691680191594060,22539841.756624903529882"
,12,Comarca Ngäbe-Buglé,1207,Kusapín,120702,Bahía Azul,LEY N° 1 del 27 de octubre de 1982,LEY N° 33 del 10 de mayo de 2012,GA 19956,GA 27032-B,Tierra,92398.107463116015424,81638591.982182994484901
",12,Comarca Ngäbe-Buglé,1207,Kusapín,120705,Río Chiriquí,LEY N° 10 del 7 de marzo de 1997,""LEY N° 69 del 28 de octubre de 1998, LEY N° 33 del 10 de mayo de 2012"",GA 23242,""GA 23664, GA 27032-B"",Tierra,151128.865804099768866,518957330.376104772090912"
",12,Comarca Ngäbe-Buglé,1207,Kusapín,120706,Tobobe,LEY N° 1 del 27 de octubre de 1982,""LEY N° 10 del 7 de marzo de 1997, LEY N° 69 del 28 de octubre de 1998, LEY N° 33 del 10 de mayo de 2012"",GA 20047,""GA 23242, GA 23664, GA 27032-B"",Tierra,104444.052201324433554,90649853.018290951848030"
,12,Comarca Ngäbe-Buglé,1207,Kusapín,120708,Cañaveral,LEY N° 33 del 10 de mayo de 2012,N/A,GA 27032-B,N/A,Tierra,73783.613068226157338,129639577.000112071633339
,12,Comarca Ngäbe-Buglé,1208,Jirondai,120801,Samboa ,LEY N° 33 del 10 de mayo de 2012,N/A,GA 27032-B,N/A,Tierra,85613.100880833415431,203887642.835891664028168
",12,Comarca Ngäbe-Buglé,1208,Jirondai,120802,Büri,LEY N° 10 del 7 de marzo de 1997,""LEY N° 69 del 28 de octubre de 1998, LEY N° 42 del 30 de abril de 2003, LEY N° 33 del 10 de mayo de 2012"",GA 23242,""GA 23664, GA 24794, GA 27032-B"",Tierra,124488.661452281885431,338258145.322433650493622"
",12,Comarca Ngäbe-Buglé,1208,Jirondai,120803,Gwaribiara,LEY N° 10 del 7 de marzo de 1997,""LEY N° 69 del 28 de octubre de 1998, LEY N° 42 del 30 de Abril de 2003, LEY N° 33 del 10 de mayo de 2012"",GA 23242,""GA 23664, GA 24794, GA 27032-B"",Tierra,135088.432373119139811,395436429.167011022567749"
,12,Comarca Ngäbe-Buglé,1208,Jirondai,120804,Man Creek,LEY N° 42 del 30 de abril de 2003,LEY N° 33 del 10 de mayo de 2012,GA 24794,GA 27032-B,Tierra,136837.282929444889305,184063756.274205148220062
",12,Comarca Ngäbe-Buglé,1208,Jirondai,120805,Tu Gwai ,LEY N° 10 del 7 de marzo de 1997,""LEY N° 69 del 28 de octubre de 1998, LEY N° 33 del 10 de mayo de 2012"",GA 23242,""GA 23242, GA 27032-B"",Tierra,146442.693940343800932,257440517.726754009723663"
",12,Comarca Ngäbe-Buglé,1209,Santa Catalina o Calovébora (Bledeshia),120901,Santa Catalina o Calovébora (Bledeshia) ,LEY N° 1 del 27 de octubre de 1982 ,""LEY N° 10 del 7 de marzo de 1997, LEY N° 69 del 28 de octubre de 1998, LEY N° 33 del 10 de mayo de 2012"",GA 19956,""GA 23242, GA 27032-B"",Tierra,77607.761931501911022,202048444.187753558158875"
,12,Comarca Ngäbe-Buglé,1209,Santa Catalina o Calovébora (Bledeshia),120902,Alto Bilingüe (Gdogüeshia),LEY N° 33 del 10 de mayo de 2012,N/A,GA 27032-B,N/A,Tierra,43235.164193168835482,65197353.034142188727856
",12,Comarca Ngäbe-Buglé,1209,Santa Catalina o Calovébora (Bledeshia),120903,Loma Yuca (Ijuicho),LEY N° 10 del 7 de marzo de 1997,""LEY N° 69 del 28 de octubre de 1998, LEY N° 33 del 10 de mayo de 2012"",GA 23242,""GA 23242, GA 27032-B"",Tierra,87923.231944994913647,299741375.890537440776825"
,12,Comarca Ngäbe-Buglé,1209,Santa Catalina o Calovébora (Bledeshia),120904,San Pedrito (Jiküi),LEY N° 33 del 10 de mayo de 2012,N/A,GA 27032-B,N/A,Tierra,71120.868338119340478,144329119.948126971721649
",12,Comarca Ngäbe-Buglé,1209,Santa Catalina o Calovébora (Bledeshia),120905,Valle Bonito (Dogata),LEY N° 10 del 7 de marzo de 1997,""LEY N° 69 del 28 de octubre de 1998, LEY N° 33 del 10 de mayo de 2012"",GA 23242,""GA 23242, GA 27032-B"",Tierra,73435.348164266993990,191509098.815428406000137"
",13,Panamá Oeste,1301,Arraiján,130101,Arraiján ,LEY Nº 1 del 27 de octubre de 1982,""LEY N° 42 del 30 de abril de 2003, LEY N° 119 del 30 de diciembre de 2013"",GA 19965,GA 27443-A,Masa de Agua - Lago,36496.956768601667136,4167889.504777031484991"
",13,Panamá Oeste,1301,Arraiján,130101,Arraiján ,LEY Nº 1 del 27 de octubre de 1982,""LEY N° 42 del 30 de abril de 2003, LEY N° 119 del 30 de diciembre de 2013"",GA 19965,GA 27443-A,Tierra,64141.611976181920909,64052230.196914225816727"
",13,Panamá Oeste,1301,Arraiján,130102,Juan Demóstenes Arosemena,LEY Nº 1 del 27 de octubre de 1982,""LEY N° 42 del 30 de abril de 2003, LEY N° 119 del 30 de diciembre de 2013"",GA 19965,GA 27443-A,Tierra,42769.481932915288780,40743889.643137603998184"
",13,Panamá Oeste,1301,Arraiján,130103,Nuevo Emperador,LEY Nº 1 del 27 de octubre de 1982,""LEY N° 42 del 30 de abril de 2003, LEY N° 119 del 30 de diciembre de 2013"",GA 19965,GA 27443-A,Tierra,83166.385098427170306,107894045.497880041599274"
",13,Panamá Oeste,1301,Arraiján,130103,Nuevo Emperador,LEY Nº 1 del 27 de octubre de 1982,""LEY N° 42 del 30 de abril de 2003, LEY N° 119 del 30 de diciembre de 2013"",GA 19965,GA 27443-A,Masa de Agua - Lago,46107.580339303793153,4535308.455596337094903"
",13,Panamá Oeste,1301,Arraiján,130104,Santa Clara,LEY Nº 1 del 27 de octubre de 1982,""LEY N° 42 del 30 de abril de 2003, LEY N° 119 del 30 de diciembre de 2013"",GA 19965,GA 27443-A,Masa de Agua - Lago,76130.803670587294619,7819148.552368734963238"
",13,Panamá Oeste,1301,Arraiján,130105,Veracruz,LEY Nº 1 del 27 de octubre de 1982,""LEY N° 42 del 30 de abril de 2003, LEY N° 119 del 30 de diciembre de 2013"",GA 19965,GA 27443-A,Tierra,43551.482692258432508,49322433.822094388306141"
,13,Panamá Oeste,1301,Arraiján,130109,Vacamonte,LEY N° 298 del 28 de abril de 2022,N/A,GA 29526-C,N/A,Tierra,30272.976265534063714,18830415.030948147177696
,13,Panamá Oeste,1301,Arraiján,130107,Burunga,LEY N° 42 del 30 de abril de 2003,LEY N° 119 del 30 de diciembre de 2013,GA 19965,GA 27443-A,Masa de Agua - Lago,15292.888973430975966,1379165.490767852868885
,13,Panamá Oeste,1301,Arraiján,130107,Burunga,LEY N° 42 del 30 de abril de 2003,LEY N° 119 del 30 de diciembre de 2013,GA 19965,GA 27443-A,Tierra,45315.749714176381531,51216691.052190147340298
,13,Panamá Oeste,1301,Arraiján,130108,Cerro Silvestre,LEY N° 42 del 30 de abril de 2003,LEY N° 119 del 30 de diciembre de 2013,GA 19965,GA 27443-A,Tierra,34961.648537174776720,18972756.424657952040434
,13,Panamá Oeste,1303,Capira,130301,Capira ,LEY Nº 1 del 27 de octubre de 1982,LEY N° 119 del 30 de diciembre de 2013,GA 19965,GA 27443-A,Tierra,47007.586106347247551,48500905.839443482458591
,13,Panamá Oeste,1303,Capira,130302,Caimito,LEY Nº 1 del 27 de octubre de 1982,LEY N° 119 del 30 de diciembre de 2013,GA 19965,GA 27443-A,Tierra,34710.814937579736579,42550232.602725125849247
,13,Panamá Oeste,1303,Capira,130303,Campana,LEY Nº 1 del 27 de octubre de 1982,LEY N° 119 del 30 de diciembre de 2013,GA 19965,GA 27443-A,Tierra,59831.416897101044015,75053903.578945845365524
,13,Panamá Oeste,1303,Capira,130310,Lídice,LEY Nº 1 del 27 de octubre de 1982,LEY N° 119 del 30 de diciembre de 2013,GA 19965,GA 27443-A,Tierra,30799.764174645606545,42253910.182958371937275
",13,Panamá Oeste,1303,Capira,130305,Cirí de Los Sotos,LEY Nº 1 del 27 de octubre de 1982,""LEY Nº 5 del 19 de enero de 1998, LEY N° 119 del 30 de diciembre de 2013"",GA 19965,GA 27443-A,Tierra,51322.990695919928839,92111998.333307489752769"
",13,Panamá Oeste,1303,Capira,130306,Cirí Grande,LEY Nº 1 del 27 de octubre de 1982,""LEY Nº 5 del 19 de enero de 1998, LEY N° 119 del 30 de diciembre de 2013"",GA 19965,GA 27443-A,Tierra,102505.448686106319656,147046575.061677128076553"
,13,Panamá Oeste,1303,Capira,130307,El Cacao,LEY Nº 1 del 27 de octubre de 1982,LEY N° 119 del 30 de diciembre de 2013,GA 19965,GA 27443-A,Tierra,69780.181900280498667,177344272.620885699987411
,13,Panamá Oeste,1303,Capira,130308,La Trinidad,LEY Nº 1 del 27 de octubre de 1982,LEY N° 119 del 30 de diciembre de 2013,GA 19965,GA 27443-A,Tierra,55854.529955525169498,106096575.026018798351288
,13,Panamá Oeste,1303,Capira,130309,Las Ollas Arriba,LEY Nº 1 del 27 de octubre de 1982,LEY N° 119 del 30 de diciembre de 2013,GA 19965,GA 27443-A,Tierra,26031.756459639807872,26242426.788160424679518
,13,Panamá Oeste,1303,Capira,130311,Villa Carmen,LEY Nº 1 del 27 de octubre de 1982,LEY N° 119 del 30 de diciembre de 2013,GA 19965,GA 27443-A,Tierra,13288.211891730126808,6233981.246440119110048
