cod_obj,cod_prov,nomb_prov,cod_dist,nomb_dist,cod_corr,nomb_corr,ley,ley_modi,gace,gace_modi,uso,Shape_Length,Shape_Area
,06,Herrera,0606,Pesé,060602,Las Cabras,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1918,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,44648.571725840694853,58353989.218004830181599
,06,Herrera,0606,Pesé,060603,El Pájaro,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1919,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,25506.491110259044945,23298216.724840387701988
,06,Herrera,0606,Pesé,060604,El Barrero,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1920,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,39412.456211769109359,36859282.422318696975708
,06,Herrera,0606,Pesé,060605,El Pedregoso,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1921,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,32662.244440129405120,31510924.038109034299850
,06,Herrera,0606,Pesé,060606,El Ciruelo,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1922,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,38361.282026472392317,45657096.593750752508640
,06,Herrera,0606,Pesé,060607,Sabana Grande,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1923,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,48734.472724563936936,58227490.642114073038101
,06,Herrera,0606,Pesé,060608,Rincón Hondo,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1924,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,34557.251945912365045,29628778.602025818079710
,06,Herrera,0607,Santa María,060701,Santa María ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,32707.376659622048464,24674898.597603056579828
,06,Herrera,0607,Santa María,060702,Chupampa,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,34736.185979172347288,23775455.975671458989382
,06,Herrera,0607,Santa María,060703,El Rincón,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,36109.211185792191827,40430207.793416164815426
,06,Herrera,0607,Santa María,060704,El Limón,LEY N° 58 del 29 de julio de 1998,N/A,GA 23602,N/A,Tierra,29596.994668069139152,23449516.969241876155138
,06,Herrera,0607,Santa María,060705,Los Canelos,LEY N° 58 del 29 de julio de 1998,N/A,GA 23602,N/A,Tierra,51901.565895447361981,47101429.641113854944706
",07,Los Santos,0701,Guararé,070101,Guararé ,LEY N° 1 del 22 de agosto de 1916 (Código Administrativo),""LEY N° 58 del 29 de Julio de 1998, sigue en vigencia Código Administrativo de 1916"",GA 02404,GA 23602,Tierra,22023.363108466604899,16730252.549007119610906"
,07,Los Santos,0701,Guararé,070102,El Espinal,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,37371.594860532146413,35221701.394062004983425
,07,Los Santos,0701,Guararé,070103,El Macano,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,25324.228995148128888,28985605.103104546666145
,07,Los Santos,0701,Guararé,070104,Guararé Arriba,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,17357.366911558561696,8577023.922305233776569
,07,Los Santos,0701,Guararé,070105,La Enea,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,19373.475567821697041,13135932.505994992330670
,07,Los Santos,0701,Guararé,070106,La Pasera,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,22505.696003015535098,17477520.248102147132158
,07,Los Santos,0701,Guararé,070107,Las Trancas,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,31339.779376463804510,29147932.419120699167252
,07,Los Santos,0701,Guararé,070108,Llano Abajo,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,30250.796180124998500,21357190.749583013355732
,07,Los Santos,0701,Guararé,070109,El Hato,LEY N° 58 del 29 de julio de 1998,N/A,GA 23602,N/A,Tierra,26572.038832266913232,24318079.423976216465235
,07,Los Santos,0701,Guararé,070110,Perales,LEY N° 58 del 29 de julio de 1998,N/A,GA 23602,N/A,Tierra,25389.612066089786822,17844945.463629249483347
",07,Los Santos,0702,Las Tablas,070201,Las Tablas ,LEY N° 1 del 22 de agosto de 1916 (Código Administrativo),""LEY N° 58 del 29 de Julio de 1998, sigue en vigencia Código Administrativo de 1916"",GA 02404,GA 23602,Tierra,23065.605768116642139,9765142.524691130965948"
,07,Los Santos,0702,Las Tablas,070202,Bajo Corral,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,52956.794844838266727,63329166.087975248694420
,07,Los Santos,0702,Las Tablas,070203,Bayano,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,65302.052343205730722,114015001.211339309811592
,07,Los Santos,0702,Las Tablas,070204,El Carate,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,24614.224069138592313,17692536.682126566767693
,07,Los Santos,0702,Las Tablas,070205,El Cocal,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,12891.304068761597591,7065271.910626427270472
,07,Los Santos,0702,Las Tablas,070206,El Manantial,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,27236.151602865604218,26919511.293104130774736
,07,Los Santos,0702,Las Tablas,070207,El Muñoz,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,30467.088266786402528,32922801.676942292600870
,07,Los Santos,0702,Las Tablas,070208,El Pedregoso,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,15857.433251237856894,7221705.741116276010871
,07,Los Santos,0702,Las Tablas,070209,La Laja,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,12607.698247591177278,4513259.754882426932454
,07,Los Santos,0702,Las Tablas,070210,La Miel,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,36335.056989771292137,40019950.431757532060146
,07,Los Santos,0702,Las Tablas,070211,La Palma,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,21558.608624807820888,13258213.326549284160137
,07,Los Santos,0702,Las Tablas,070212,La Tiza,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,11290.635938081051791,3802515.388680355157703
,07,Los Santos,0702,Las Tablas,070213,Las Palmitas,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,17595.681032465668977,11200652.574058024212718
",07,Los Santos,0702,Las Tablas,070214,Las Tablas Abajo,LEY N° 1 del 22 de agosto de 1916 (Código Administrativo),""LEY N° 58 del 29 de Julio de 1998, sigue en vigencia Código Administrativo de 1916"",GA 02404,GA 23602,Tierra,21275.532692002903786,15887829.489249479025602"
,07,Los Santos,0702,Las Tablas,070215,Nuario,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,71194.384410054088221,95095781.294310122728348
,07,Los Santos,0702,Las Tablas,070216,Palmira,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,18373.445493519015145,9522165.785766154527664
,07,Los Santos,0702,Las Tablas,070217,Peña Blanca,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,15528.826368441545128,7880877.959968764334917
,07,Los Santos,0702,Las Tablas,070218,Río Hondo,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,42189.318088881285803,32252961.912464506924152
,07,Los Santos,0702,Las Tablas,070219,San José,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,51782.357414580335899,61825836.572536103427410
,07,Los Santos,0702,Las Tablas,070220,San Miguel,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,17644.430940317222849,10211914.745612740516663
,07,Los Santos,0702,Las Tablas,070221,Santo Domingo,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,46453.416414340426854,48282604.480022065341473
,07,Los Santos,0702,Las Tablas,070222,Sesteadero,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,10828.144820768484351,4156597.980271992273629
,07,Los Santos,0702,Las Tablas,070223,Valle Rico,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,36521.565334997321770,41096928.440779946744442
,07,Los Santos,0702,Las Tablas,070224,Vallerriquito,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,38444.666336947775562,39128777.159854806959629
,07,Los Santos,0703,Los Santos,070301,La Villa de Los Santos ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,61942.357263513455109,74520181.186849236488342
,07,Los Santos,0703,Los Santos,070302,El Guásimo,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,38763.239306013783789,30821374.858502078801394
,07,Los Santos,0703,Los Santos,070303,La Colorada,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,29219.023552777613077,20572274.548128105700016
,07,Los Santos,0703,Los Santos,070304,La Espigadilla,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,32211.533318973128189,29362617.275059510022402
,07,Los Santos,0703,Los Santos,070305,Las Cruces,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,40647.005807760142488,43311246.233790151774883
,07,Los Santos,0703,Los Santos,070306,Las Guabas,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,27498.569458304871659,21654018.615838959813118
,07,Los Santos,0703,Los Santos,070307,Los Ángeles,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,26017.052437178430409,20573602.165920678526163
,07,Los Santos,0703,Los Santos,070308,Los Olivos,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,30457.634653974029789,27034709.738748110830784
,07,Los Santos,0703,Los Santos,070309,Llano Largo,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,16059.629090962458577,10264297.544027322903275
,07,Los Santos,0703,Los Santos,070310,Sabana Grande,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,34274.050534631045593,33135744.302495658397675
,07,Los Santos,0703,Los Santos,070311,Santa Ana,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,44038.913224338080909,54817353.088381052017212
,07,Los Santos,0703,Los Santos,070312,Tres Quebradas,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,20605.583277654775884,12596453.856361983343959
,07,Los Santos,0703,Los Santos,070313,Agua Buena,LEY N° 58 del 29 de julio de 1998,N/A,GA 23602,N/A,Tierra,17508.396790533406602,10356411.755263777449727
,07,Los Santos,0703,Los Santos,070314,Villa Lourdes,LEY N° 58 del 29 de julio de 1998,N/A,GA 23602,N/A,Tierra,33789.860768277139869,27593252.890780162066221
,07,Los Santos,0703,Los Santos,070315,El Ejido,LEY N° 97 del 12 de Noviembre de 2013,N/A,GA 27415,N/A,Tierra,24974.725250437542854,15503289.210343627259135
,07,Los Santos,0704,Macaracas,070401,Macaracas ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,52141.738334925772506,34962191.249210216104984
,07,Los Santos,0704,Macaracas,070402,Bahía Honda,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,29941.365755934722984,28341658.093728616833687
,07,Los Santos,0704,Macaracas,070403,Bajos de Güera,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,50973.249619830290612,94955197.336903244256973
,07,Los Santos,0704,Macaracas,070404,Corozal,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,29912.728243732140982,26393826.603166647255421
,07,Los Santos,0704,Macaracas,070405,Chupa,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,25304.348982666182565,17847503.243205223232508
,07,Los Santos,0704,Macaracas,070406,El Cedro,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,27805.465378687782504,28178850.823802951723337
,07,Los Santos,0704,Macaracas,070407,Espino Amarillo,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,30313.551949109103589,26607436.765872441232204
,07,Los Santos,0704,Macaracas,070408,La Mesa,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,38459.816737445413310,48488697.121829546988010
,07,Los Santos,0704,Macaracas,070409,Las Palmas,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,51077.153686060089967,42461401.595028676092625
,07,Los Santos,0704,Macaracas,070410,Llano de Piedra,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,53075.897456791150034,101673744.266526773571968
,07,Los Santos,0704,Macaracas,070411,Mogollón,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,56000.102271349183866,55473945.977206774055958
,07,Los Santos,0705,Pedasí,070501,Pedasí ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,57851.595244571544754,112918943.024335652589798
,07,Los Santos,0705,Pedasí,070502,Los Asientos,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,71021.568586745328503,89950814.852441668510437
,07,Los Santos,0705,Pedasí,070503,Mariabé,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,51119.479049659072189,46946923.754980050027370
,07,Los Santos,0705,Pedasí,070504,Purio,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,32885.457494605856482,24221411.834044631570578
,07,Los Santos,0705,Pedasí,070505,Oria Arriba,LEY N° 58 del 29 de julio de 1998,N/A,GA 23602,N/A,Tierra,76461.070152920714463,102579608.772824183106422
,07,Los Santos,0706,Pocrí,070601,Pocrí ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,44346.392992046959989,57442871.623951502144337
,07,Los Santos,0706,Pocrí,070602,El Cañafístulo,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,66996.224197684568935,56728663.341766677796841
,07,Los Santos,0706,Pocrí,070603,Lajamina,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,46729.174523832123668,51971937.150687739253044
,07,Los Santos,0706,Pocrí,070604,Paraíso,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,40969.906283864969737,61339119.432530410587788
,07,Los Santos,0706,Pocrí,070605,Paritilla,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,55216.062746083807724,48741419.222297728061676
",07,Los Santos,0707,Tonosí,070701,Tonosí ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 61 del 18 de octubre de 2003"",GA 22526,""GA 23602, GA 24915"",Tierra,56078.330432439302967,85264656.409454151988029"
,07,Los Santos,0707,Tonosí,070702,Altos de Güera,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,71012.300660181324929,140136650.175857305526733
",07,Los Santos,0707,Tonosí,070703,Cañas,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 61 del 18 de octubre de 2003"",GA 22526,""GA 23602, GA 24915"",Tierra,47881.353076201165095,97026715.684579923748970"
,07,Los Santos,0707,Tonosí,070704,El Bebedero,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,59522.952835660173150,115619114.122937604784966
",07,Los Santos,0707,Tonosí,070705,El Cacao,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 61 del 18 de octubre de 2003"",GA 22526,""GA 23602, GA 24915"",Tierra,72264.997343137569260,92216742.543311581015587"
",07,Los Santos,0707,Tonosí,070706,El Cortezo,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 61 del 18 de octubre de 2003"",GA 22526,""GA 23602, GA 24915"",Tierra,65184.428218861437927,150691948.369979590177536"
,07,Los Santos,0707,Tonosí,070707,Flores,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,58048.326987131076748,105741704.356013581156731
,07,Los Santos,0707,Tonosí,070708,Guánico,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,94858.987521535513224,209684941.959728449583054
,07,Los Santos,0707,Tonosí,070709,La Tronosa,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,54901.886545122950338,84548499.109941259026527
,07,Los Santos,0707,Tonosí,070710,Cambutal,LEY N° 58 del 29 de julio de 1998,N/A,GA 23602,N/A,Tierra,89851.179161991065484,183573428.442342132329941
,07,Los Santos,0707,Tonosí,070711,Isla de Cañas,LEY N° 61 del 18 de octubre de 2003,N/A,GA 24915,N/A,Tierra,47526.801223692069470,27268006.600703563541174
,08,Panamá,0802,Balboa,080201,San Miguel ,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,257962.874874357541557,129340702.290259435772896
,08,Panamá,0802,Balboa,080202,La Ensenada,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,91086.868744735329528,66303776.441088199615479
,08,Panamá,0802,Balboa,080203,La Esmeralda,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,97814.348834113930934,39210664.527846664190292
,08,Panamá,0802,Balboa,080204,La Guinea,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,67846.026419329486089,29379691.419710304588079
,08,Panamá,0802,Balboa,080205,Pedro González,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,113002.264821292264969,59663336.153148829936981
,08,Panamá,0802,Balboa,080206,Saboga,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,47500.699397103569936,7902129.942631000652909
,08,Panamá,0805,Chepo,080501,Chepo ,LEY Nº 1 del 27 de octubre de 1982,LEY Nº 58 del 29 de julio de 1998,GA 20006,GA 23602,Tierra,124236.040497833586414,429598175.867345213890076
,08,Panamá,0805,Chepo,080502,Cañita,LEY Nº 1 del 27 de octubre de 1982,LEY Nº 24 del 12 de enero de 1996,GA 20006,GA 22951,Tierra,153385.458871574373916,402217791.676172554492950
,08,Panamá,0805,Chepo,080504,El Llano,LEY Nº 1 del 27 de octubre de 1982,LEY Nº 58 del 29 de julio de 1998,GA 20006,GA 23602,Tierra,446514.287997304520104,441783843.235309362411499
,08,Panamá,0805,Chepo,080504,El Llano,LEY Nº 1 del 27 de octubre de 1982,LEY Nº 58 del 29 de julio de 1998,GA 20006,GA 23602,Masa de Agua - Lago,291492.235144838225096,47501887.975100383162498
,08,Panamá,0805,Chepo,080505,Las Margaritas,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,98824.150450696659391,261873955.459826380014420
,08,Panamá,0805,Chepo,080503,Chepillo,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,5934.886934668829781,548734.953023887239397
,08,Panamá,0805,Chepo,080506,Santa Cruz de Chinina,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,147017.122498729964718,361521223.077076196670532
,08,Panamá,0805,Chepo,080507,Comarca Kuna de Madungandi,LEY Nº 24 del 12 de enero de 1996,N/A,GA 22951,N/A,Tierra,1150056.808153159683570,2127197253.412557601928711
,08,Panamá,0805,Chepo,080507,Comarca Kuna de Madungandi,LEY Nº 24 del 12 de enero de 1996,N/A,GA 22951,N/A,Masa de Agua - Lago,983510.243549862410873,216029596.693505257368088
,08,Panamá,0806,Chimán,080601,Chimán ,LEY Nº 1 del 27 de octubre de 1982,LEY N° 57 del 14 de julio de 2017,GA 20006,28322-A,Tierra,115673.220195610163501,222252369.883762925863266
,08,Panamá,0806,Chimán,080602,Brujas,LEY Nº 1 del 27 de octubre de 1982,LEY N° 57 del 14 de julio de 2017,GA 20006,28322-A,Tierra,196265.415630765695823,149949018.853716582059860
,08,Panamá,0806,Chimán,080603,Gonzalo Vásquez,LEY Nº 1 del 27 de octubre de 1982,LEY N° 57 del 14 de julio de 2017,GA 20006,28322-A,Tierra,47534.842056902140030,41845698.370136246085167
,08,Panamá,0806,Chimán,080604,Pásiga,LEY Nº 1 del 27 de octubre de 1982,LEY Nº 5 del 19 de enero de 1998,GA 20006,GA 23464,Tierra,89896.982704874026240,195824121.208692073822021
,08,Panamá,0806,Chimán,080605,Unión Santeña,LEY N° 1 del 27 de octubre de 1982,LEY Nº 5 del 19 de enero de 1998,GA 20006,GA 23464,Tierra,145553.814566340792226,385697771.696844756603241
,08,Panamá,0808,Panamá,080801,San Felipe,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,3129.676718676508699,315441.520239730481990
,08,Panamá,0808,Panamá,080802,El Chorrillo,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,4025.935808950782302,681735.470456064329483
,08,Panamá,0808,Panamá,080803,Santa Ana,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,5586.151974188176609,834226.866637358325534
,08,Panamá,0808,Panamá,080804,La Exposición o Calidonia,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,7995.982556397158078,1870501.601449902635068
,08,Panamá,0808,Panamá,080805,Curundú,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,8318.081501207067049,1201911.971726415678859
,08,Panamá,0808,Panamá,080806,Betania,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,15912.576265176165180,8234808.763495335355401
,08,Panamá,0808,Panamá,080807,Bella Vista,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,10092.157959617799861,4582379.110830828547478
,08,Panamá,0808,Panamá,080808,Pueblo Nuevo,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,10539.533447130273998,3134913.075860473793000
,08,Panamá,0808,Panamá,080809,San Francisco,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,18557.267147822720290,6815982.864797262474895
,08,Panamá,0808,Panamá,080810,Parque Lefevre,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,12680.426341648437301,7229503.709050854668021
,08,Panamá,0808,Panamá,080811,Río Abajo,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,10490.400664800674349,3818621.414422727655619
